model,topk,n_samples,accuracy,f1_macro,avg_confidence,股票代码,股票名称,随机基线F1
Transformer,Top-10%（margin）,6062,0.26773342131309796,0.22932007600309004,0.25000134110450745,HK.00700,腾讯控股,0.3333237192270846
Transformer,Top-20%（margin）,12125,0.22342268041237112,0.20073671575851418,0.20774772763252258,HK.00700,腾讯控股,0.3333237192270846
Transformer,Top-30%（margin）,18188,0.204915328788212,0.191990170402088,0.18118390440940857,HK.00700,腾讯控股,0.3333237192270846
XGBoost,100%（全量）,60627,0.419895426130272,0.28446040958310886,0.3651648759841919,HK.00700,腾讯控股,0.3333237192270846
XGBoost,Top-10%,6062,0.4597492576707357,0.31509719502551775,0.409627765417099,HK.00700,腾讯控股,0.3333237192270846
XGBoost,Top-20%,12125,0.4563298969072165,0.3093481571038727,0.3973517119884491,HK.00700,腾讯控股,0.3333237192270846
XGBoost,Top-30%,18188,0.45722454365515725,0.30700851461763107,0.3900023400783539,HK.00700,腾讯控股,0.3333237192270846
XGBoost,Top-10%（margin）,6062,0.4670075882547014,0.3127486636762324,0.09801071882247925,HK.00700,腾讯控股,0.3333237192270846
XGBoost,Top-20%（margin）,12125,0.46985567010309276,0.3120296062305382,0.07976336777210236,HK.00700,腾讯控股,0.3333237192270846
XGBoost,Top-30%（margin）,18188,0.46184297338904773,0.3056817714822175,0.06881703436374664,HK.00700,腾讯控股,0.3333237192270846
RandomForest,100%（全量）,60627,0.7766011842908275,0.3309258950321366,0.3430084302272944,HK.00700,腾讯控股,0.3333237192270846
RandomForest,Top-10%,6062,0.7469482019135599,0.33292774953386695,0.34835354457029843,HK.00700,腾讯控股,0.3333237192270846
RandomForest,Top-20%,12125,0.7733608247422681,0.33283800052216544,0.34677079889102747,HK.00700,腾讯控股,0.3333237192270846
RandomForest,Top-30%,18188,0.7849681108423137,0.3313681304971618,0.34590120043135114,HK.00700,腾讯控股,0.3333237192270846
RandomForest,Top-10%（margin）,6062,0.7731771692510723,0.32551463746525794,0.01565510731862735,HK.00700,腾讯控股,0.3333237192270846
RandomForest,Top-20%（margin）,12125,0.7856494845360825,0.32142885363224344,0.01311136478168844,HK.00700,腾讯控股,0.3333237192270846
RandomForest,Top-30%（margin）,18188,0.7977237739168682,0.32337152351411264,0.011697334363097446,HK.00700,腾讯控股,0.3333237192270846
LogisticRegression,100%（全量）,60627,0.42998993847625644,0.2833703954953481,0.3607294828478501,HK.00700,腾讯控股,0.3333237192270846
LogisticRegression,Top-10%,6062,0.47525569119102606,0.3125629198288967,0.3966476415472465,HK.00700,腾讯控股,0.3333237192270846
LogisticRegression,Top-20%,12125,0.4729896907216495,0.303481855376486,0.38691784034617477,HK.00700,腾讯控股,0.3333237192270846
LogisticRegression,Top-30%,18188,0.46932043105344184,0.30113636283590955,0.38111163679938576,HK.00700,腾讯控股,0.3333237192270846
LogisticRegression,Top-10%（margin）,6062,0.48201913559881227,0.308681960103903,0.08016626954971191,HK.00700,腾讯控股,0.3333237192270846
LogisticRegression,Top-20%（margin）,12125,0.4779381443298969,0.3054090343410772,0.06576218250748256,HK.00700,腾讯控股,0.3333237192270846
LogisticRegression,Top-30%（margin）,18188,0.4710798328568287,0.2997200353078431,0.0570650228029632,HK.00700,腾讯控股,0.3333237192270846
CNN-LSTM,100%（全量）,60628,0.3653757339842977,0.23173709159074526,0.3818616271018982,HK.00005,汇丰控股,0.33342394846708884
CNN-LSTM,Top-10%,6062,0.37545364566149786,0.27416850039203783,0.443210244178772,HK.00005,汇丰控股,0.33342394846708884
CNN-LSTM,Top-20%,12125,0.40750515463917525,0.275221789337851,0.42834416031837463,HK.00005,汇丰控股,0.33342394846708884
CNN-LSTM,Top-30%,18188,0.419067517044205,0.2723059640503036,0.41838282346725464,HK.00005,汇丰控股,0.33342394846708884
CNN-LSTM,Top-10%（margin）,6062,0.754041570438799,0.35310747221417316,0.12823273241519928,HK.00005,汇丰控股,0.33342394846708884
CNN-LSTM,Top-20%（margin）,12125,0.6884123711340207,0.34766600108520834,0.10568631440401077,HK.00005,汇丰控股,0.33342394846708884
CNN-LSTM,Top-30%（margin）,18188,0.6151858368154828,0.3288042625545449,0.09122681617736816,HK.00005,汇丰控股,0.33342394846708884
LSTM,100%（全量）,60628,0.4049943920300851,0.24650253292149796,0.4127143621444702,HK.00005,汇丰控股,0.33342394846708884
LSTM,Top-10%,6062,0.19927416694160344,0.17214714571085868,0.5842284560203552,HK.00005,汇丰控股,0.33342394846708884
LSTM,Top-20%,12125,0.2960824742268041,0.22281638487289646,0.5251924395561218,HK.00005,汇丰控股,0.33342394846708884
LSTM,Top-30%,18188,0.35138552892016717,0.2436901020496538,0.49444490671157837,HK.00005,汇丰控股,0.33342394846708884
LSTM,Top-10%（margin）,6062,0.23573078192015837,0.19649570627575028,0.3414260447025299,HK.00005,汇丰控股,0.33342394846708884
LSTM,Top-20%（margin）,12125,0.3554639175257732,0.2454365756792655,0.253481388092041,HK.00005,汇丰控股,0.33342394846708884
LSTM,Top-30%（margin）,18188,0.4071365735649879,0.26117578091087496,0.20810829102993011,HK.00005,汇丰控股,0.33342394846708884
GRU,100%（全量）,60628,0.37669063798904795,0.23651501808044859,0.4009549021720886,HK.00005,汇丰控股,0.33342394846708884
GRU,Top-10%,6062,0.22979214780600463,0.19091864219963195,0.5201461315155029,HK.00005,汇丰控股,0.33342394846708884
GRU,Top-20%,12125,0.28824742268041237,0.21983774906502318,0.4856303632259369,HK.00005,汇丰控股,0.33342394846708884
GRU,Top-30%,18188,0.32466461403122937,0.2338967047030702,0.465101957321167,HK.00005,汇丰控股,0.33342394846708884
GRU,Top-10%（margin）,6062,0.3177169251072253,0.2363368523989897,0.2334781438112259,HK.00005,汇丰控股,0.33342394846708884
GRU,Top-20%（margin）,12125,0.3802061855670103,0.2553236035630508,0.18581858277320862,HK.00005,汇丰控股,0.33342394846708884
GRU,Top-30%（margin）,18188,0.40086870464042224,0.2593586010528733,0.15751779079437256,HK.00005,汇丰控股,0.33342394846708884
Transformer,100%（全量）,60628,0.41614435574322095,0.2543352501757138,0.3727823793888092,HK.00005,汇丰控股,0.33342394846708884
Transformer,Top-10%,6062,0.7284724513361927,0.3918499005370881,0.42359861731529236,HK.00005,汇丰控股,0.33342394846708884
Transformer,Top-20%,12125,0.641979381443299,0.35499299877484364,0.41197845339775085,HK.00005,汇丰控股,0.33342394846708884
Transformer,Top-30%,18188,0.5791180998460523,0.33593431111954125,0.40429285168647766,HK.00005,汇丰控股,0.33342394846708884
Transformer,Top-10%（margin）,6062,0.964863081491257,0.3273724568326197,0.11910071223974228,HK.00005,汇丰控股,0.33342394846708884
Transformer,Top-20%（margin）,12125,0.9628865979381444,0.32704455369273217,0.09695369750261307,HK.00005,汇丰控股,0.33342394846708884
Transformer,Top-30%（margin）,18188,0.9110952276226083,0.3579064412821209,0.08000163733959198,HK.00005,汇丰控股,0.33342394846708884
XGBoost,100%（全量）,60628,0.34805700336478196,0.21223090283238075,0.36710768938064575,HK.00005,汇丰控股,0.33342394846708884
XGBoost,Top-10%,6062,0.34988452655889146,0.22052827376350256,0.41681087017059326,HK.00005,汇丰控股,0.33342394846708884
XGBoost,Top-20%,12125,0.35381443298969073,0.22018794533098318,0.4029427468776703,HK.00005,汇丰控股,0.33342394846708884
XGBoost,Top-30%,18188,0.3518803606773697,0.217491038504623,0.3946576416492462,HK.00005,汇丰控股,0.33342394846708884
XGBoost,Top-10%（margin）,6062,0.3624216430221049,0.22444519085279055,0.10812624543905258,HK.00005,汇丰控股,0.33342394846708884
XGBoost,Top-20%（margin）,12125,0.3614845360824742,0.2218290481949231,0.0874713882803917,HK.00005,汇丰控股,0.33342394846708884
XGBoost,Top-30%（margin）,18188,0.3534198372553332,0.21743593458783692,0.07512227445840836,HK.00005,汇丰控股,0.33342394846708884
RandomForest,100%（全量）,60628,0.40027709968991226,0.2365583305390345,0.33715035972095875,HK.00005,汇丰控股,0.33342394846708884
RandomForest,Top-10%,6062,0.3703398218409766,0.24169122824373424,0.34460785402379496,HK.00005,汇丰控股,0.33342394846708884
RandomForest,Top-20%,12125,0.3996701030927835,0.2479531998044782,0.3421466033789117,HK.00005,汇丰控股,0.33342394846708884
RandomForest,Top-30%,18188,0.41104024631625247,0.25009321785242067,0.3408313422667804,HK.00005,汇丰控股,0.33342394846708884
RandomForest,Top-10%（margin）,6062,0.40085780270537774,0.25314461131077537,0.013592257116353817,HK.00005,汇丰控股,0.33342394846708884
RandomForest,Top-20%（margin）,12125,0.4260618556701031,0.2588014200207248,0.010433286146025646,HK.00005,汇丰控股,0.33342394846708884
RandomForest,Top-30%（margin）,18188,0.42566527380690566,0.25416772262618537,0.00871491708879043,HK.00005,汇丰控股,0.33342394846708884
LogisticRegression,100%（全量）,60628,0.3533680807547668,0.21710782326388514,0.3657050049817184,HK.00005,汇丰控股,0.33342394846708884
LogisticRegression,Top-10%,6062,0.3505443747937974,0.2332813886454942,0.42330810452809636,HK.00005,汇丰控股,0.33342394846708884
LogisticRegression,Top-20%,12125,0.3574432989690722,0.23033229409466113,0.40370826894343054,HK.00005,汇丰控股,0.33342394846708884
LogisticRegression,Top-30%,18188,0.3560039586540576,0.22724745561005108,0.39382469051859786,HK.00005,汇丰控股,0.33342394846708884
LogisticRegression,Top-10%（margin）,6062,0.3444407786209172,0.226238226280265,0.11284225067251454,HK.00005,汇丰控股,0.33342394846708884
LogisticRegression,Top-20%（margin）,12125,0.353979381443299,0.22822227197035647,0.08626202286931674,HK.00005,汇丰控股,0.33342394846708884
LogisticRegression,Top-30%（margin）,18188,0.3525401363536398,0.2239086241572595,0.07254339486206525,HK.00005,汇丰控股,0.33342394846708884
CNN-LSTM,100%（全量）,60629,0.2930115951112504,0.2755967956983149,0.39833080768585205,HK.09988,阿里巴巴,0.3334057063686797
CNN-LSTM,Top-10%,6062,0.36588584625536125,0.35179963822715,0.4804534316062927,HK.09988,阿里巴巴,0.3334057063686797
CNN-LSTM,Top-20%,12125,0.34845360824742266,0.34412771720654933,0.4593448340892792,HK.09988,阿里巴巴,0.3334057063686797
CNN-LSTM,Top-30%,18188,0.32548933362656696,0.3230995953433376,0.4463516175746918,HK.09988,阿里巴巴,0.3334057063686797
CNN-LSTM,Top-10%（margin）,6062,0.6435169910920489,0.4500372108229027,0.1405450403690338,HK.09988,阿里巴巴,0.3334057063686797
CNN-LSTM,Top-20%（margin）,12125,0.5825154639175257,0.4308527213677232,0.10828498750925064,HK.09988,阿里巴巴,0.3334057063686797
CNN-LSTM,Top-30%（margin）,18188,0.5181438310974269,0.4147034885832901,0.08743990212678909,HK.09988,阿里巴巴,0.3334057063686797
LSTM,100%（全量）,60629,0.3218591763017698,0.29502648643388957,0.3937966227531433,HK.09988,阿里巴巴,0.3334057063686797
LSTM,Top-10%,6062,0.40349719564500164,0.39653559478445294,0.4909113049507141,HK.09988,阿里巴巴,0.3334057063686797
LSTM,Top-20%,12125,0.38828865979381444,0.3799118276865589,0.46301642060279846,HK.09988,阿里巴巴,0.3334057063686797
LSTM,Top-30%,18188,0.36776995821420716,0.35949828821534585,0.446982741355896,HK.09988,阿里巴巴,0.3334057063686797
LSTM,Top-10%（margin）,6062,0.6092048828769383,0.4620544314167865,0.17474283277988434,HK.09988,阿里巴巴,0.3334057063686797
LSTM,Top-20%（margin）,12125,0.5838350515463917,0.45272876714079985,0.12893640995025635,HK.09988,阿里巴巴,0.3334057063686797
LSTM,Top-30%（margin）,18188,0.5389267648999341,0.42941263516182543,0.10258574783802032,HK.09988,阿里巴巴,0.3334057063686797
GRU,100%（全量）,60629,0.2643289514918603,0.2547616684164439,0.3934881389141083,HK.09988,阿里巴巴,0.3334057063686797
GRU,Top-10%,6062,0.32481029363246455,0.31840724623598454,0.4694194793701172,HK.09988,阿里巴巴,0.3334057063686797
GRU,Top-20%,12125,0.3060618556701031,0.30383553812254965,0.4501560926437378,HK.09988,阿里巴巴,0.3334057063686797
GRU,Top-30%,18188,0.28491312953595777,0.2844853468901627,0.4386889934539795,HK.09988,阿里巴巴,0.3334057063686797
GRU,Top-10%（margin）,6062,0.5484988452655889,0.43868405052519854,0.12736310064792633,HK.09988,阿里巴巴,0.3334057063686797
GRU,Top-20%（margin）,12125,0.46284536082474226,0.3927928398358258,0.09555035084486008,HK.09988,阿里巴巴,0.3334057063686797
GRU,Top-30%（margin）,18188,0.4070266109522762,0.36004920190399187,0.07842998206615448,HK.09988,阿里巴巴,0.3334057063686797
Transformer,100%（全量）,60629,0.2601725246994013,0.2519025617405587,0.4285527467727661,HK.09988,阿里巴巴,0.3334057063686797
Transformer,Top-10%,6062,0.35186407126360936,0.3350349231602278,0.5233556032180786,HK.09988,阿里巴巴,0.3334057063686797
Transformer,Top-20%,12125,0.31868041237113404,0.30855947252734367,0.4995923936367035,HK.09988,阿里巴巴,0.3334057063686797
Transformer,Top-30%,18188,0.2929953815702661,0.28791619811510644,0.48544740676879883,HK.09988,阿里巴巴,0.3334057063686797
Transformer,Top-10%（margin）,6062,0.4460574067964368,0.36966724432100584,0.23606815934181213,HK.09988,阿里巴巴,0.3334057063686797
Transformer,Top-20%（margin）,12125,0.3959587628865979,0.3401713323112477,0.1865423619747162,HK.09988,阿里巴巴,0.3334057063686797
Transformer,Top-30%（margin）,18188,0.3546294259951616,0.31244443406526606,0.15754050016403198,HK.09988,阿里巴巴,0.3334057063686797
XGBoost,100%（全量）,60629,0.3343614441933728,0.2809466225393364,0.36897143721580505,HK.09988,阿里巴巴,0.3334057063686797
XGBoost,Top-10%,6062,0.3447707027383702,0.30370402082345976,0.4260997474193573,HK.09988,阿里巴巴,0.3334057063686797
XGBoost,Top-20%,12125,0.3326185567010309,0.29119467583493885,0.4091525971889496,HK.09988,阿里巴巴,0.3334057063686797
XGBoost,Top-30%,18188,0.33065757642401583,0.28738682450016145,0.3993717432022095,HK.09988,阿里巴巴,0.3334057063686797
XGBoost,Top-10%（margin）,6062,0.3332233586275157,0.29284386293879944,0.11864116787910461,HK.09988,阿里巴巴,0.3334057063686797
XGBoost,Top-20%（margin）,12125,0.33063917525773195,0.28665328524489764,0.09413451701402664,HK.09988,阿里巴巴,0.3334057063686797
XGBoost,Top-30%（margin）,18188,0.3296679129096107,0.2835672662887179,0.08007584512233734,HK.09988,阿里巴巴,0.3334057063686797
RandomForest,100%（全量）,60629,0.19127810123868116,0.16044236765779996,0.3404545892801046,HK.09988,阿里巴巴,0.3334057063686797
RandomForest,Top-10%,6062,0.2210491586935005,0.18784791813989998,0.3468805450447521,HK.09988,阿里巴巴,0.3334057063686797
RandomForest,Top-20%,12125,0.20123711340206185,0.16593725575055304,0.3449620800889996,HK.09988,阿里巴巴,0.3334057063686797
RandomForest,Top-30%,18188,0.19029030129755883,0.1552354752002451,0.34391884483296636,HK.09988,阿里巴巴,0.3334057063686797
RandomForest,Top-10%（margin）,6062,0.2093368525239195,0.17196564816226764,0.01679663003073079,HK.09988,阿里巴巴,0.3334057063686797
RandomForest,Top-20%（margin）,12125,0.1867216494845361,0.14941231458324233,0.013950689950977467,HK.09988,阿里巴巴,0.3334057063686797
RandomForest,Top-30%（margin）,18188,0.17577523641961734,0.1400320873288884,0.012332281766926901,HK.09988,阿里巴巴,0.3334057063686797
LogisticRegression,100%（全量）,60629,0.3256362466806314,0.2774384301931482,0.359454896241967,HK.09988,阿里巴巴,0.3334057063686797
LogisticRegression,Top-10%,6062,0.29709666776641375,0.2815939063483859,0.4032107788905274,HK.09988,阿里巴巴,0.3334057063686797
LogisticRegression,Top-20%,12125,0.29830927835051546,0.27442111817627907,0.38870166859715355,HK.09988,阿里巴巴,0.3334057063686797
LogisticRegression,Top-30%,18188,0.30305696063338466,0.2733974542225302,0.3812957691727082,HK.09988,阿里巴巴,0.3334057063686797
LogisticRegression,Top-10%（margin）,6062,0.29280765423952493,0.27613290657136785,0.08688806702757355,HK.09988,阿里巴巴,0.3334057063686797
LogisticRegression,Top-20%（margin）,12125,0.29451546391752575,0.26758558281962347,0.06749127273596091,HK.09988,阿里巴巴,0.3334057063686797
LogisticRegression,Top-30%（margin）,18188,0.29981306355839016,0.26848524313000083,0.057252881448709214,HK.09988,阿里巴巴,0.3334057063686797
CNN-LSTM,100%（全量）,60630,0.6575457694210787,0.41328819118502036,0.6126120686531067,HK.01810,小米集团,0.3333374810220038
CNN-LSTM,Top-10%,6063,0.851228764637968,0.3065454977429318,0.8643805384635925,HK.01810,小米集团,0.3333374810220038
CNN-LSTM,Top-20%,12126,0.8481774698993897,0.30595094670771794,0.8458397388458252,HK.01810,小米集团,0.3333374810220038
CNN-LSTM,Top-30%,18189,0.8419374347132883,0.3047289297475848,0.8261951804161072,HK.01810,小米集团,0.3333374810220038
CNN-LSTM,Top-10%（margin）,6063,0.8515586343394359,0.3066096561553536,0.7938762307167053,HK.01810,小米集团,0.3333374810220038
CNN-LSTM,Top-20%（margin）,12126,0.8490846115784265,0.30612791008830614,0.7658181190490723,HK.01810,小米集团,0.3333374810220038
CNN-LSTM,Top-30%（margin）,18189,0.8419924129968662,0.30473973256924547,0.7356683611869812,HK.01810,小米集团,0.3333374810220038
LSTM,100%（全量）,60630,0.6789543130463467,0.40409502276866943,0.4368937909603119,HK.01810,小米集团,0.3333374810220038
LSTM,Top-10%,6063,0.8490846115784265,0.30612791008830614,0.6228012442588806,HK.01810,小米集团,0.3333374810220038
LSTM,Top-20%,12126,0.8421573478476002,0.30477213716536844,0.5711666941642761,HK.01810,小米集团,0.3333374810220038
LSTM,Top-30%,18189,0.8378690417285173,0.303927727422298,0.5403741598129272,HK.01810,小米集团,0.3333374810220038
LSTM,Top-10%（margin）,6063,0.8490846115784265,0.30612791008830614,0.42646926641464233,HK.01810,小米集团,0.3333374810220038
LSTM,Top-20%（margin）,12126,0.8421573478476002,0.30477213716536844,0.3511827886104584,HK.01810,小米集团,0.3333374810220038
LSTM,Top-30%（margin）,18189,0.8379789982956732,0.30394942817544596,0.3059817850589752,HK.01810,小米集团,0.3333374810220038
GRU,100%（全量）,60630,0.6732310737258783,0.4136991539237378,0.419663667678833,HK.01810,小米集团,0.3333374810220038
GRU,Top-10%,6063,0.8525482434438397,0.3068019943019943,0.5781500339508057,HK.01810,小米集团,0.3333374810220038
GRU,Top-20%,12126,0.8478476001979218,0.308806364649246,0.5369348526000977,HK.01810,小米集团,0.3333374810220038
GRU,Top-30%,18189,0.8335257573258563,0.3327599654535655,0.5093697309494019,HK.01810,小米集团,0.3333374810220038
GRU,Top-10%（margin）,6063,0.8522183737423717,0.30673790442267734,0.3611987829208374,HK.01810,小米集团,0.3333374810220038
GRU,Top-20%（margin）,12126,0.8484248721754907,0.3059992266738051,0.2994941174983978,HK.01810,小米集团,0.3333374810220038
GRU,Top-30%（margin）,18189,0.8384188245642971,0.3040362052294227,0.2581721544265747,HK.01810,小米集团,0.3333374810220038
Transformer,100%（全量）,60630,0.6688603001814284,0.39605444185512656,0.6424461007118225,HK.01810,小米集团,0.3333374810220038
Transformer,Top-10%,6063,0.8543625268019133,0.3071540810578434,0.9132422804832458,HK.01810,小米集团,0.3333374810220038
Transformer,Top-20%,12126,0.8488372093023255,0.3060796645702306,0.873467206954956,HK.01810,小米集团,0.3333374810220038
Transformer,Top-30%,18189,0.8391335422508109,0.3041771294192674,0.8493345975875854,HK.01810,小米集团,0.3333374810220038
Transformer,Top-10%（margin）,6063,0.8565066798614547,0.30756929637526653,0.8611260056495667,HK.01810,小米集团,0.3333374810220038
Transformer,Top-20%（margin）,12126,0.8490021441530595,0.3061118296834813,0.8008605241775513,HK.01810,小米集团,0.3333374810220038
Transformer,Top-30%（margin）,18189,0.8395733685194349,0.3042637975692369,0.7644723057746887,HK.01810,小米集团,0.3333374810220038
XGBoost,100%（全量）,60630,0.17143328385287812,0.17742914291520906,0.39381667971611023,HK.01810,小米集团,0.3333374810220038
XGBoost,Top-10%,6063,0.17664522513607125,0.17780857992683194,0.4680177867412567,HK.01810,小米集团,0.3333374810220038
XGBoost,Top-20%,12126,0.16699653636813458,0.17042428706099277,0.4481990933418274,HK.01810,小米集团,0.3333374810220038
XGBoost,Top-30%,18189,0.16465995931607016,0.16916669193971803,0.4362211525440216,HK.01810,小米集团,0.3333374810220038
XGBoost,Top-10%（margin）,6063,0.1710374402111166,0.17413358875627197,0.1736118495464325,HK.01810,小米集团,0.3333374810220038
XGBoost,Top-20%（margin）,12126,0.16633679696519874,0.17067084161681337,0.14328421652317047,HK.01810,小米集团,0.3333374810220038
XGBoost,Top-30%（margin）,18189,0.16180108857001485,0.16708063862709668,0.12470253556966782,HK.01810,小米集团,0.3333374810220038
RandomForest,100%（全量）,60630,0.13777008081807687,0.10695751844155077,0.36235725869413354,HK.01810,小米集团,0.3333374810220038
RandomForest,Top-10%,6063,0.14431799439221507,0.08978234274297975,0.37614342134486245,HK.01810,小米集团,0.3333374810220038
RandomForest,Top-20%,12126,0.1442355269668481,0.0902880785421384,0.3723207749435518,HK.01810,小米集团,0.3333374810220038
RandomForest,Top-30%,18189,0.1450327120787289,0.09300518936763734,0.3700496444286341,HK.01810,小米集团,0.3333374810220038
RandomForest,Top-10%（margin）,6063,0.16262576282368466,0.09807756309681855,0.04082138463817859,HK.01810,小米集团,0.3333374810220038
RandomForest,Top-20%（margin）,12126,0.15487382483918852,0.09413602412099081,0.034571624880883244,HK.01810,小米集团,0.3333374810220038
RandomForest,Top-30%（margin）,18189,0.15025564901863764,0.09226811810955964,0.03083559993328221,HK.01810,小米集团,0.3333374810220038
LogisticRegression,100%（全量）,60630,0.168596404420254,0.17375913132147527,0.3808399589952707,HK.01810,小米集团,0.3333374810220038
LogisticRegression,Top-10%,6063,0.21210621804387267,0.21032495459636272,0.4442226249870015,HK.01810,小米集团,0.3333374810220038
LogisticRegression,Top-20%,12126,0.18909780636648524,0.1907015480689572,0.42521218040781344,HK.01810,小米集团,0.3333374810220038
LogisticRegression,Top-30%,18189,0.17543570289735555,0.17853950839431543,0.4147348285168706,HK.01810,小米集团,0.3333374810220038
LogisticRegression,Top-10%（margin）,6063,0.20105558304469734,0.19982620766328987,0.13780762170005856,HK.01810,小米集团,0.3333374810220038
LogisticRegression,Top-20%（margin）,12126,0.18274781461322778,0.18391533815522496,0.10987301221904808,HK.01810,小米集团,0.3333374810220038
LogisticRegression,Top-30%（margin）,18189,0.17461102864368575,0.17768667145355624,0.09430882219607928,HK.01810,小米集团,0.3333374810220038
CNN-LSTM,100%（全量）,60632,0.5025564058582926,0.3297571121297163,0.3853820264339447,HK.00939,建设银行,0.3334506778228674
CNN-LSTM,Top-10%,6063,0.5366980042883062,0.3877968143345946,0.4537994861602783,HK.00939,建设银行,0.3334506778228674
CNN-LSTM,Top-20%,12126,0.5960745505525318,0.3969230758900717,0.4361920654773712,HK.00939,建设银行,0.3334506778228674
CNN-LSTM,Top-30%,18189,0.6102039694320743,0.3904309910729869,0.4260292053222656,HK.00939,建设银行,0.3334506778228674
CNN-LSTM,Top-10%（margin）,6063,0.6564407059211611,0.38897183717442757,0.15680204331874847,HK.00939,建设银行,0.3334506778228674
CNN-LSTM,Top-20%（margin）,12126,0.6804387267029524,0.383438943427233,0.13402648270130157,HK.00939,建设银行,0.3334506778228674
CNN-LSTM,Top-30%（margin）,18189,0.669635493979878,0.37732575980951205,0.11975123733282089,HK.00939,建设银行,0.3334506778228674
LSTM,100%（全量）,60632,0.4197123631085895,0.2980155330751812,0.39018985629081726,HK.00939,建设银行,0.3334506778228674
LSTM,Top-10%,6063,0.7280224311396998,0.4455225741334652,0.5018328428268433,HK.00939,建设银行,0.3334506778228674
LSTM,Top-20%,12126,0.6519049975259772,0.4139002841052726,0.4665212035179138,HK.00939,建设银行,0.3334506778228674
LSTM,Top-30%,18189,0.5959645939853758,0.3890433742829944,0.44683337211608887,HK.00939,建设银行,0.3334506778228674
LSTM,Top-10%（margin）,6063,0.8104898565066798,0.42789350592537617,0.23238149285316467,HK.00939,建设银行,0.3334506778228674
LSTM,Top-20%（margin）,12126,0.731238660729012,0.40460027383206215,0.1774103194475174,HK.00939,建设银行,0.3334506778228674
LSTM,Top-30%（margin）,18189,0.6552311836824455,0.38304337171534514,0.14689290523529053,HK.00939,建设银行,0.3334506778228674
GRU,100%（全量）,60632,0.494705765932181,0.32502604431935883,0.4199603796005249,HK.00939,建设银行,0.3334506778228674
GRU,Top-10%,6063,0.4466435757875639,0.3441204439323782,0.5363041758537292,HK.00939,建设银行,0.3334506778228674
